"","Date","Mkt.RF","SMB","HML","RMW","CMA","RF"
"405",2011-07-21,1.55,-0.5,0.73,-0.4,0.42,0
"406",2011-07-22,0.27,0.07,-0.34,-0.03,-0.25,0
"407",2011-07-25,-0.5,-0.01,-0.28,0.46,-0.11,0
"408",2011-07-26,0.21,0.15,-0.04,0.11,-0.16,0
"409",2011-07-27,-1.81,0.28,0.02,0.34,0.18,0
"410",2011-07-28,-0.4,-0.14,0.08,-0.17,-0.11,0
"411",2011-07-29,-0.39,0.25,0.04,-0.13,0.26,0
"412",2011-08-01,-0.67,0.43,-0.21,0,-0.19,0
"413",2011-08-02,-2.2,0.2,0.02,0.1,-0.16,0
"414",2011-08-03,-0.53,-0.38,-0.06,0.1,-0.07,0
"415",2011-08-04,-4.51,0.21,0.44,0.4,0.36,0
"416",2011-08-05,-1.18,-1.07,0.09,0.69,0.17,0
"417",2011-08-08,-5.18,-0.01,-0.22,0.7,0.12,0
"418",2011-08-09,3.1,-0.72,-0.44,-0.49,-0.14,0
"419",2011-08-10,-3.09,1.84,-1.08,0.81,-0.44,0
"420",2011-08-11,3.02,-1.04,0.27,-0.23,-0.3,0
"421",2011-08-12,1.33,-0.47,-0.26,0.35,-0.09,0
"422",2011-08-15,2.05,0.15,-0.03,-0.34,0.03,0
"423",2011-08-16,-0.77,0,-0.01,0.32,0.13,0
"424",2011-08-17,0.3,0.06,0.16,-0.02,0.12,0
"425",2011-08-18,-4.18,0.84,0.4,0.46,0.35,0
"426",2011-08-19,-1.62,0.24,-0.01,0.05,0.04,0
"427",2011-08-22,-0.06,-0.57,-0.43,0.37,-0.11,0
"428",2011-08-23,2.34,-0.24,-0.46,0.21,-0.3,0
"429",2011-08-24,0.73,-0.63,0.56,-0.24,0.37,0
"430",2011-08-25,-0.94,0.23,0.19,-0.34,0.11,0
"431",2011-08-26,1.06,0.4,-0.8,0.2,-0.47,0
"432",2011-08-29,2.16,0.09,0.28,-0.42,0.11,0
"433",2011-08-30,0.47,0.22,-0.35,0.02,-0.38,0
"434",2011-08-31,1.19,-0.49,0.01,0.1,-0.11,0
"435",2011-09-01,-0.62,-0.25,-0.31,0.2,0.05,0
"436",2011-09-02,-2.33,0.66,-0.52,0.51,-0.14,0
"437",2011-09-05,-1.9,0.42,-0.21,0.19,-0.05,0
"438",2011-09-06,-1.2,-0.21,-0.38,0.22,-0.53,0
"439",2011-09-07,3.11,-0.53,0.12,-0.46,-0.11,0
"440",2011-09-08,-0.81,-0.13,-0.29,0.22,-0.31,0
"441",2011-09-09,-2.7,0.96,-0.27,0.25,-0.2,0
"442",2011-09-12,-0.98,-0.15,-0.11,-0.02,-0.22,0
"443",2011-09-13,1.01,-0.08,0.14,-0.26,0.13,0
"444",2011-09-14,1.07,-0.76,0.09,0.09,-0.04,0
"445",2011-09-15,1.94,-0.62,0.42,-0.22,0.19,0
"446",2011-09-16,0.53,0.39,-0.16,0.11,-0.11,0
"447",2011-09-19,-1.59,0.13,-0.51,0.61,0.06,0
"448",2011-09-20,0.13,-1.08,-0.18,0.3,-0.09,0
"449",2011-09-21,-2.31,0.29,-0.33,0.36,-0.06,0
"450",2011-09-22,-3.91,0.85,0.49,0.39,0.69,0
"451",2011-09-23,0.37,-0.59,0.49,-0.04,0.52,0
"452",2011-09-26,1.26,-1.68,0.68,-0.29,0.37,0
"453",2011-09-27,2.56,-0.22,0.11,-0.23,-0.18,0
"454",2011-09-28,-1.49,0.51,0.44,0.43,0.27,0
"455",2011-09-29,0.73,0.03,1.17,-0.38,0.66,0
"456",2011-09-30,-2.15,0.69,0,0.26,0.1,0
"457",2011-10-03,-2.93,-0.42,-0.24,0.82,0.36,0
"458",2011-10-04,0.36,0.51,-0.1,-0.01,0.22,0
"459",2011-10-05,1.87,-1.33,-0.09,-0.36,-0.54,0
"460",2011-10-06,2.58,-0.47,-0.04,-0.56,-0.22,0
"461",2011-10-07,-0.22,-0.15,-0.47,0.77,-0.05,0
"462",2011-10-10,2.95,-0.61,0.01,-0.2,-0.07,0
"463",2011-10-11,0.3,0.52,-0.12,-0.2,-0.2,0
"464",2011-10-12,1.49,-0.16,0.34,-0.31,-0.04,0
"465",2011-10-13,-0.25,0.53,-0.68,0.44,-0.31,0
"466",2011-10-14,1.26,-0.52,-0.46,0.11,-0.4,0
"467",2011-10-17,-1.43,0.33,-0.01,0.3,-0.01,0
"468",2011-10-18,0.71,-0.18,0.27,-0.59,0.19,0
"469",2011-10-19,-0.56,-0.11,0.64,0.11,0.45,0
"470",2011-10-20,-0.36,-0.1,0.01,0.12,0.23,0
"471",2011-10-21,2.05,-0.68,0.04,-0.15,0.16,0
"472",2011-10-24,1.74,0.35,-0.35,-0.3,-0.44,0
"473",2011-10-25,-1.38,0.06,-0.22,0.27,-0.09,0
"474",2011-10-26,0.59,0.11,0.08,-0.11,0.08,0
"475",2011-10-27,4.16,-0.55,0.73,-1.15,0.05,0
"476",2011-10-28,0.08,-0.01,-0.42,-0.1,-0.31,0
"477",2011-10-31,-3.11,0.62,-0.63,0.65,-0.01,0
"478",2011-11-01,-3.21,0.39,-0.61,0.62,-0.05,0
"479",2011-11-02,1.08,-0.26,0.22,-0.42,-0.33,0
"480",2011-11-03,1.78,-0.43,-0.18,-0.04,-0.05,0
"481",2011-11-04,-0.35,0.43,-0.53,0.16,-0.08,0
"482",2011-11-07,0.11,-0.21,0.11,0.05,0.12,0
"483",2011-11-08,0.87,-0.46,-0.03,-0.11,-0.2,0
"484",2011-11-09,-3.04,0.62,-0.03,0.52,0.18,0
"485",2011-11-10,0.01,-0.36,0.42,0.19,0.33,0
"486",2011-11-11,2.13,-0.42,-0.07,-0.21,-0.02,0
"487",2011-11-14,-0.89,0.33,-0.25,0.15,0.03,0
"488",2011-11-15,-0.27,0.17,-0.41,0.15,-0.25,0
"489",2011-11-16,-1.19,-0.07,0.1,0,0.1,0
"490",2011-11-17,-1.32,0.59,0.25,0.23,0.44,0
"491",2011-11-18,-0.31,0.08,0.45,-0.03,0.37,0
"492",2011-11-21,-2.16,0.31,0.12,0.2,0.18,0
"493",2011-11-22,-0.35,-0.07,-0.37,0.12,-0.21,0
"494",2011-11-23,-2.17,0.07,0.03,0.31,0.17,0
"495",2011-11-24,-0.26,-0.06,-0.07,0.04,-0.11,0
"496",2011-11-25,-0.44,-0.65,0.19,-0.14,0.21,0
"497",2011-11-28,3.14,-0.54,-0.21,-0.29,-0.33,0
"498",2011-11-29,0.66,0.09,0.01,0.27,0.29,0
"499",2011-11-30,3.84,-0.68,0.03,-0.33,-0.2,0
"500",2011-12-01,0.07,-0.25,-0.17,-0.06,-0.12,0
"501",2011-12-02,0.17,0.14,0.45,-0.38,0.29,0
"502",2011-12-05,0.98,0.15,0.29,-0.4,-0.08,0
"503",2011-12-06,-0.31,-0.19,-0.06,0.15,-0.04,0
"504",2011-12-07,0.35,0.18,0.28,-0.11,0.17,0
"505",2011-12-08,-2.03,0.22,-0.45,0.63,0.13,0
"506",2011-12-09,1.18,-0.1,0.35,-0.31,-0.12,0
"507",2011-12-12,-1.75,0.47,-0.22,0.35,0.29,0
"508",2011-12-13,-0.99,-0.27,0.16,0.4,0.06,0
"509",2011-12-14,-1.54,0.28,0.49,0.01,0.55,0
"510",2011-12-15,0.26,-0.21,0.31,0.16,0.26,0
"511",2011-12-16,0.25,-0.02,-0.18,-0.07,-0.17,0
"512",2011-12-19,-1.03,-0.18,-0.16,0.54,-0.04,0
"513",2011-12-20,2.48,-0.23,-0.02,-0.35,-0.17,0
"514",2011-12-21,0.12,0.17,0.6,-0.16,0.47,0
"515",2011-12-22,0.73,-0.51,0.49,-0.38,-0.04,0
"516",2011-12-23,0.71,-0.32,-0.16,0.09,-0.07,0
"517",2011-12-26,0.1,-0.04,-0.01,-0.04,0.02,0
"518",2011-12-27,0.04,0.14,-0.23,0.22,-0.14,0
"519",2011-12-28,-1.32,0.08,-0.03,0.23,0.17,0
"520",2011-12-29,0.92,-0.16,0.17,-0.15,0.02,0
"521",2011-12-30,0.3,0.38,-0.04,-0.09,-0.03,0
"522",2012-01-02,0.33,-0.09,0.11,-0.02,0.02,0
"523",2012-01-03,1.77,-0.3,-0.01,-0.35,-0.35,0
"524",2012-01-04,-0.16,0.14,-0.01,0.04,0.03,0
"525",2012-01-05,-0.66,0.12,-0.3,-0.14,-0.19,0
"526",2012-01-06,-0.42,0.08,-0.2,0.1,-0.06,0
"527",2012-01-09,0.17,0.19,-0.37,0.05,0.04,0
"528",2012-01-10,1.18,-0.28,0.26,-0.57,-0.07,0
"529",2012-01-11,-0.17,0.3,0.26,-0.36,0.13,0
"530",2012-01-12,0.36,0.05,0,-0.27,0.02,0
"531",2012-01-13,-0.53,0.23,-0.12,0.22,0.07,0
"532",2012-01-16,0.04,0,-0.01,0.04,-0.06,0
"533",2012-01-17,0.78,-0.09,-0.17,0.28,-0.08,0
"534",2012-01-18,1.07,0.11,-0.28,-0.31,-0.08,0
"535",2012-01-19,0.93,-0.33,0.36,-0.57,-0.07,0
"536",2012-01-20,0.21,0.35,0.43,-0.32,0.29,0
"537",2012-01-23,0.45,0.03,0.19,-0.15,-0.05,0
"538",2012-01-24,-0.28,0.11,-0.12,0.02,-0.14,0
"539",2012-01-25,0.78,0.13,-0.48,0.09,-0.16,0
"540",2012-01-26,0.21,0.07,-0.12,0.09,-0.16,0
"541",2012-01-27,0.1,0.74,-0.11,-0.01,-0.1,0
"542",2012-01-30,-0.73,0.18,-0.23,0.38,0,0
"543",2012-01-31,0.08,0.1,0.1,-0.22,-0.07,0
"544",2012-02-01,1.41,0.11,0.24,-0.28,0.09,0
"545",2012-02-02,0.29,0.34,-0.1,-0.26,-0.19,0
"546",2012-02-03,1.2,-0.28,-0.01,-0.34,-0.04,0
"547",2012-02-06,0.04,0.25,-0.1,0.06,-0.02,0
"548",2012-02-07,0.3,-0.26,0.16,0.08,0.1,0
"549",2012-02-08,0.24,0.17,0.45,-0.29,0.05,0
"550",2012-02-09,0.16,-0.24,-0.09,0.19,-0.1,0
"551",2012-02-10,-1.06,0.09,-0.33,0.37,-0.02,0
"552",2012-02-13,0.7,0.07,-0.09,-0.11,0.03,0
"553",2012-02-14,-0.34,-0.2,-0.19,0.27,-0.15,0
"554",2012-02-15,0.06,-0.13,0.1,-0.26,0.06,0
"555",2012-02-16,0.63,-0.21,-0.07,-0.15,-0.01,0
"556",2012-02-17,0.41,-0.13,0.43,-0.26,0.22,0
"557",2012-02-20,0.66,-0.14,-0.04,-0.08,-0.02,0
"558",2012-02-21,-0.17,-0.01,0.03,0.09,-0.14,0
"559",2012-02-22,-0.31,0.22,-0.28,0.32,-0.14,0
"560",2012-02-23,0.58,0.46,-0.24,-0.22,0.1,0
"561",2012-02-24,0.27,-0.33,-0.2,0.13,-0.1,0
"562",2012-02-27,-0.12,0.08,0.13,-0.03,0.11,0
"563",2012-02-28,0.49,-0.3,-0.08,0.02,-0.12,0
"564",2012-02-29,-0.6,-0.36,0.06,0.15,0.22,0
"565",2012-03-01,0.52,-0.42,0.06,-0.04,-0.1,0
"566",2012-03-02,-0.53,-0.18,0.15,0,0.17,0
"567",2012-03-05,-0.46,0.25,0.15,0.24,0.29,0
"568",2012-03-06,-2.1,0.42,0.14,0.48,0.15,0
"569",2012-03-07,0.6,-0.02,-0.05,-0.13,0.03,0
"570",2012-03-08,1.56,-0.29,-0.26,-0.21,-0.01,0
"571",2012-03-09,0.06,0.2,-0.02,-0.17,-0.06,0
"572",2012-03-12,-0.09,-0.02,-0.07,0.35,0.06,0
"573",2012-03-13,1.26,-0.57,0.27,-0.51,0.04,0
"574",2012-03-14,-0.2,-0.38,0.14,0,0.18,0
"575",2012-03-15,0.68,-0.08,0.24,-0.34,0.24,0
"576",2012-03-16,0.47,-0.02,0.07,-0.15,-0.06,0
"577",2012-03-19,0.38,0.2,0.04,-0.04,-0.07,0
"578",2012-03-20,-0.71,-0.13,0.07,-0.02,0.13,0
"579",2012-03-21,-0.23,0.18,-0.25,0.2,0.01,0
"580",2012-03-22,-0.69,0.23,-0.02,0.24,0.08,0
"581",2012-03-23,0.36,0.26,0.05,-0.13,-0.06,0
"582",2012-03-26,1.19,-0.2,-0.52,0.06,-0.11,0
"583",2012-03-27,-0.17,0.14,0.09,0.02,-0.02,0
"584",2012-03-28,-0.54,0.14,0.21,-0.03,0.3,0
"585",2012-03-29,-0.51,0.34,-0.22,0.37,-0.06,0
"586",2012-03-30,0.44,-0.25,-0.21,0.25,0.05,0
"587",2012-04-02,0.93,-0.25,-0.41,0.3,-0.31,0
"588",2012-04-03,-0.83,-0.05,-0.32,0.34,0.04,0
"589",2012-04-04,-1.63,0.19,0.07,0.38,0.2,0
"590",2012-04-05,-0.21,-0.1,-0.33,0.25,-0.18,0
"591",2012-04-06,0.08,0.13,-0.01,0.11,0,0
"592",2012-04-09,-0.74,-0.1,-0.17,0.23,-0.02,0
"593",2012-04-10,-1.67,0.4,0.11,0.15,0.1,0
"594",2012-04-11,0.58,-0.09,0.03,-0.17,0.06,0
"595",2012-04-12,1.48,-0.14,-0.16,-0.16,-0.14,0
"596",2012-04-13,-1.21,0.6,-0.32,0.39,-0.05,0
"597",2012-04-16,0.07,-0.2,0.32,0.21,0.25,0
"598",2012-04-17,1.26,-0.67,0.1,-0.2,-0.16,0
"599",2012-04-18,-0.19,0.28,-0.48,0.21,-0.09,0
"600",2012-04-19,-0.48,-0.08,-0.18,-0.05,0.11,0
"601",2012-04-20,0.42,0.18,0.1,0.26,0.42,0
"602",2012-04-23,-1.33,0.2,0.07,0.08,-0.04,0
"603",2012-04-24,0.44,-0.23,0.51,-0.31,0.25,0
"604",2012-04-25,1.25,-0.1,-0.53,0.09,-0.42,0
"605",2012-04-26,0.59,-0.05,-0.07,-0.03,-0.09,0
"606",2012-04-27,0.43,0.2,-0.21,-0.11,-0.08,0
"607",2012-04-30,-0.25,0.1,0.08,0.24,-0.06,0
"608",2012-05-01,0.14,-0.59,0.11,0.06,0,0
"609",2012-05-02,-0.28,0.59,-0.36,0.17,0.08,0
"610",2012-05-03,-0.62,-0.17,0.02,0.34,0.22,0
"611",2012-05-04,-1.47,0.27,0.45,-0.01,0.28,0
"612",2012-05-07,-0.31,-0.57,0.31,-0.2,0.12,0
"613",2012-05-08,-0.82,0.34,0.43,0.21,0.33,0
"614",2012-05-09,-0.77,-0.3,-0.21,0.26,-0.09,0
"615",2012-05-10,0.33,0.06,0.35,-0.28,0.24,0
"616",2012-05-11,-0.28,-0.28,-0.6,0.38,0.04,0
"617",2012-05-14,-1.44,-0.09,0.05,0.25,0.22,0
"618",2012-05-15,-0.96,-0.1,-0.12,0.26,0.05,0
"619",2012-05-16,-0.74,-0.41,-0.1,0.33,0.17,0
"620",2012-05-17,-0.97,0.61,0.22,0.01,0.07,0
"621",2012-05-18,-1.02,-0.16,0.29,0.17,0.17,0
"622",2012-05-21,1.19,-0.17,-0.67,0.09,-0.45,0
"623",2012-05-22,0.38,-0.43,0.21,-0.29,0.01,0
"624",2012-05-23,-0.92,0.4,-0.12,-0.07,-0.07,0
"625",2012-05-24,0.2,-0.22,0.14,0.02,0.32,0
"626",2012-05-25,-0.08,0.07,-0.09,0.12,0.01,0
"627",2012-05-28,0.16,-0.01,-0.23,0.1,-0.07,0
"628",2012-05-29,0.88,0.02,-0.26,-0.01,-0.11,0
"629",2012-05-30,-1.63,0.37,-0.01,0.27,0.11,0
"630",2012-05-31,-0.18,0.37,0.26,0,0.22,0
"631",2012-06-01,-1.98,0.15,0.29,0.03,0,0
"632",2012-06-04,-0.37,-0.46,-0.14,0.11,-0.18,0
"633",2012-06-05,0.62,0.09,0.03,-0.51,-0.08,0
"634",2012-06-06,2.37,-0.47,0.09,-0.27,-0.2,0
"635",2012-06-07,0.37,-0.12,-0.04,0.18,0.18,0
"636",2012-06-08,0,-0.12,-0.01,0.07,0.14,0
"637",2012-06-11,-0.6,-0.03,-0.01,0.22,0.11,0
"638",2012-06-12,0.73,-0.32,-0.12,-0.23,0.25,0
"639",2012-06-13,-0.37,-0.23,0.18,0.1,0.09,0
"640",2012-06-14,0.62,-0.16,0.32,-0.09,0.25,0
"641",2012-06-15,1.11,-0.13,0.13,-0.16,-0.26,0
"642",2012-06-18,0.16,0.21,-0.63,0.14,-0.18,0
"643",2012-06-19,1.32,-0.27,0.05,-0.09,-0.09,0
"644",2012-06-20,0.25,0.06,0.19,-0.06,0.03,0
"645",2012-06-21,-1.95,0.42,0.31,0.08,0.49,0
"646",2012-06-22,0.14,0.17,0.15,-0.14,0.14,0
"647",2012-06-25,-1.46,0.56,-0.02,0.23,0.19,0
"648",2012-06-26,0.18,-0.21,-0.01,0.1,0.03,0
"649",2012-06-27,0.93,-0.16,0.4,-0.37,0.04,0
"650",2012-06-28,-0.13,0.12,0.43,0.19,0.37,0
"651",2012-06-29,2.95,-0.53,-0.36,-0.11,-0.43,0
"652",2012-07-02,0.44,0.19,-0.03,-0.1,0.01,0
"653",2012-07-03,0.99,0.03,0.11,-0.07,-0.56,0
"654",2012-07-04,-0.1,0.19,0.02,-0.07,-0.08,0
"655",2012-07-05,-0.59,0.28,-0.49,0.32,-0.21,0
"656",2012-07-06,-1.14,0.22,-0.17,0.16,0.29,0
"657",2012-07-09,-0.39,-0.05,-0.18,0.18,0.17,0
"658",2012-07-10,-0.43,-0.17,0.01,0.1,0.07,0
"659",2012-07-11,-0.11,-0.32,0.4,-0.19,0.11,0
"660",2012-07-12,-0.81,0.07,-0.28,0.02,0.11,0
"661",2012-07-13,1.36,-0.35,-0.02,0.08,-0.06,0
"662",2012-07-16,-0.01,0.01,-0.14,0.14,-0.04,0
"663",2012-07-17,0.41,-0.41,-0.07,0.06,-0.05,0
"664",2012-07-18,0.6,-0.46,-0.44,0.25,-0.33,0
"665",2012-07-19,0.73,-0.08,-0.37,0.33,-0.43,0
"666",2012-07-20,-1.4,0.3,-0.32,0.3,-0.09,0
"667",2012-07-23,-1.64,-0.32,-0.18,0.08,0.21,0
"668",2012-07-24,-0.88,0.15,-0.1,0.01,-0.01,0
"669",2012-07-25,0.14,0,-0.03,-0.34,-0.06,0
"670",2012-07-26,1.97,-0.71,0.39,-0.01,0.11,0
"671",2012-07-27,1.79,-0.47,0.48,-0.23,-0.05,0
"672",2012-07-30,0.34,-0.11,0.36,0.01,0.13,0
"673",2012-07-31,-0.32,0.26,0.05,0.22,0.16,0
"674",2012-08-01,-0.46,-0.76,0.12,0,0.15,0
"675",2012-08-02,-0.84,0.51,-0.37,0.12,0.04,0
"676",2012-08-03,2.07,-0.91,0.41,-0.17,-0.26,0
"677",2012-08-06,0.68,0.24,0.2,-0.21,-0.09,0
"678",2012-08-07,0.73,-0.17,0.24,-0.03,-0.21,0
"679",2012-08-08,0.05,0.12,0.24,0.11,0.25,0
"680",2012-08-09,0.2,0.09,0.14,-0.2,-0.28,0
"681",2012-08-10,-0.05,0.11,0.03,0.04,0.03,0
"682",2012-08-13,-0.15,-0.03,0.03,-0.07,0.06,0
"683",2012-08-14,0.14,-0.12,0.03,0.24,0.09,0
"684",2012-08-15,0,0.16,-0.19,-0.07,-0.05,0
"685",2012-08-16,0.86,-0.06,0.37,-0.22,0.04,0
"686",2012-08-17,0.32,0.3,0.24,-0.04,-0.1,0
"687",2012-08-20,-0.08,0.03,-0.06,0.09,0.04,0
"688",2012-08-21,0.36,0.21,0.31,-0.26,-0.08,0
"689",2012-08-22,-0.17,0.11,-0.13,-0.14,-0.14,0
"690",2012-08-23,-0.45,0.2,-0.18,-0.11,-0.02,0
"691",2012-08-24,0.03,-0.33,-0.24,0.11,0.07,0
"692",2012-08-27,0.03,-0.07,-0.04,0.13,-0.07,0
"693",2012-08-28,-0.13,0.09,-0.17,0,0.07,0
"694",2012-08-29,-0.04,0.12,-0.01,-0.02,0.1,0
"695",2012-08-30,-0.9,-0.06,-0.16,-0.03,0.36,0
"696",2012-08-31,0.58,-0.09,0.04,-0.15,-0.23,0
"697",2012-09-03,0.22,-0.1,-0.12,0.01,0.07,0
"698",2012-09-04,-0.42,0.49,-0.08,-0.14,0.12,0
"699",2012-09-05,-0.11,-0.2,-0.03,-0.03,0.16,0
"700",2012-09-06,1.82,-0.73,0.2,-0.21,-0.12,0
"701",2012-09-07,1.23,0.3,1.02,-0.34,-0.2,0
"702",2012-09-10,-0.41,0.48,0.16,0.08,0.05,0
"703",2012-09-11,0.51,-0.04,0.47,-0.19,0.19,0
"704",2012-09-12,0.48,0.2,0.47,-0.34,0.08,0
"705",2012-09-13,1.05,-0.16,0,-0.05,-0.07,0
"706",2012-09-14,1.2,-0.09,0.76,-0.41,-0.43,0
"707",2012-09-17,-0.39,0.04,-0.48,0.23,-0.13,0
"708",2012-09-18,-0.39,0.09,-0.34,-0.03,0.12,0
"709",2012-09-19,0.41,0.08,0,-0.12,-0.01,0
"710",2012-09-20,-0.53,-0.15,-0.31,0.24,0.1,0
"711",2012-09-21,0.28,0.18,0.14,-0.12,0.12,0
"712",2012-09-24,-0.42,0.08,0.07,0.02,0.2,0
"713",2012-09-25,-0.5,0.09,0,-0.07,0.28,0
"714",2012-09-26,-1.02,0.27,-0.4,0.19,0.01,0
"715",2012-09-27,0.89,-0.01,-0.05,-0.17,-0.2,0
"716",2012-09-28,-0.79,0.28,-0.3,0.08,-0.18,0
"717",2012-10-01,0.5,-0.41,0.24,-0.04,0.12,0
"718",2012-10-02,0.07,-0.17,0.13,0.1,0.06,0
"719",2012-10-03,-0.06,-0.51,-0.06,-0.21,0.2,0
"720",2012-10-04,0.84,0.11,0.29,-0.16,0.09,0
"721",2012-10-05,0.33,-0.04,0.27,-0.02,0.25,0
"722",2012-10-08,-0.54,0.15,-0.02,0.05,0.09,0
"723",2012-10-09,-0.97,0.15,0.08,0.21,-0.02,0
"724",2012-10-10,-0.62,0.08,-0.01,-0.11,0.06,0
"725",2012-10-11,0.32,-0.22,0.42,-0.18,0,0
"726",2012-10-12,-0.19,0.07,-0.23,0.13,0.07,0
"727",2012-10-15,0.55,-0.35,0.08,-0.12,0.24,0
"728",2012-10-16,1.24,-0.51,0.27,-0.06,-0.17,0
"729",2012-10-17,0.75,0.13,0.68,-0.31,0.01,0
"730",2012-10-18,-0.13,-0.03,0.39,-0.02,0.19,0
"731",2012-10-19,-1.14,0.29,0.14,-0.04,0.28,0
"732",2012-10-22,-0.12,0.01,0.05,-0.04,0.06,0
"733",2012-10-23,-1.36,0.7,-0.26,-0.15,0.14,0
"734",2012-10-24,-0.09,-0.03,0.07,-0.01,0.05,0
"735",2012-10-25,0.21,-0.01,-0.13,-0.01,-0.11,0
"736",2012-10-26,-0.1,-0.01,-0.19,0.29,-0.07,0
"737",2012-10-29,-0.3,0.04,-0.25,0.09,-0.12,0
"738",2012-10-30,0.35,-0.31,0.04,0.08,-0.02,0
"739",2012-10-31,0.08,0.36,0.28,-0.07,0.13,0
"740",2012-11-01,0.87,-0.32,0.18,-0.12,-0.07,0
"741",2012-11-02,-0.58,0.1,0.2,0.03,0.06,0
"742",2012-11-05,-0.15,0.16,-0.23,0.04,0,0
"743",2012-11-06,0.63,-0.29,0.33,-0.04,0.2,0
"744",2012-11-07,-1.54,0.57,-0.44,0.23,-0.04,0
"745",2012-11-08,-0.9,0.12,0,-0.09,0.11,0
"746",2012-11-09,-0.15,-0.21,-0.3,0.16,-0.08,0
"747",2012-11-12,-0.15,-0.21,-0.07,0.08,-0.11,0
"748",2012-11-13,-0.23,-0.34,-0.07,0.02,0.25,0
"749",2012-11-14,-1.05,0.09,0.01,0.15,0.07,0
"750",2012-11-15,-0.31,-0.17,0.33,-0.21,0.19,0
"751",2012-11-16,0.08,0.08,-0.06,-0.11,0.06,0
"752",2012-11-19,2.01,-0.47,0.23,0.09,-0.14,0
"753",2012-11-20,0.11,-0.14,-0.09,-0.04,-0.05,0
"754",2012-11-21,0.24,-0.09,0.12,-0.12,0.04,0
"755",2012-11-22,0.53,0.08,0.22,-0.11,0.06,0
"756",2012-11-23,1.1,-0.39,-0.02,-0.01,0.03,0
"757",2012-11-26,-0.11,0.4,-0.07,0.1,-0.14,0
"758",2012-11-27,-0.21,0.23,-0.07,-0.03,-0.03,0
"759",2012-11-28,0.33,-0.27,-0.38,0.25,-0.11,0
"760",2012-11-29,0.84,0.03,0.26,-0.14,-0.11,0
"761",2012-11-30,0.01,-0.12,0.1,-0.07,0.04,0
"762",2012-12-03,-0.03,0.18,0.14,0.02,0.12,0
"763",2012-12-04,0.04,0.22,0.3,-0.17,0.22,0
"764",2012-12-05,0.13,-0.21,0.51,-0.15,0.33,0
"765",2012-12-06,0.21,0.06,0.05,0.04,-0.06,0
"766",2012-12-07,0.12,-0.11,0.09,-0.09,0.23,0
"767",2012-12-10,0.15,0.13,-0.15,0.14,-0.19,0
"768",2012-12-11,0.6,-0.02,0.01,0.11,-0.2,0
"769",2012-12-12,0.24,-0.13,0.38,-0.07,0.03,0
"770",2012-12-13,-0.37,0.17,0.19,-0.07,0.29,0
"771",2012-12-14,0.11,0.24,0.33,-0.22,0.21,0
"772",2012-12-17,0.56,-0.19,0.34,-0.15,0.01,0
"773",2012-12-18,0.93,-0.1,0.24,-0.08,-0.11,0
"774",2012-12-19,0.15,0.37,0.55,-0.35,0.05,0
"775",2012-12-20,0.3,-0.04,0.39,-0.4,0.23,0
"776",2012-12-21,-0.8,0.26,-0.14,0.13,-0.07,0
"777",2012-12-24,-0.2,-0.11,-0.02,-0.04,0.04,0
"778",2012-12-25,0.07,0.06,0.07,-0.07,0.07,0
"779",2012-12-26,-0.14,0.11,0.29,-0.08,0.15,0
"780",2012-12-27,0.03,0.11,0.13,-0.05,0.05,0
"781",2012-12-28,-0.58,0.6,-0.09,-0.01,-0.02,0
"782",2012-12-31,0.79,-0.11,-0.15,-0.01,-0.28,0
"783",2013-01-01,0.03,0,0,0,0.01,0
"784",2013-01-02,1.98,-0.43,0.28,-0.25,-0.18,0
"785",2013-01-03,-0.21,0.12,0.06,0.02,0.12,0
"786",2013-01-04,0.64,0.11,0.55,-0.45,0.37,0
"787",2013-01-07,-0.14,0.58,-0.02,-0.18,0.02,0
"788",2013-01-08,-0.27,0.19,-0.11,-0.04,0.09,0
"789",2013-01-09,0.36,0.04,0.24,-0.27,0.11,0
"790",2013-01-10,0.84,-0.19,0.43,-0.21,0.05,0
"791",2013-01-11,0.16,-0.07,-0.06,0.11,0.06,0
"792",2013-01-14,-0.05,0.02,0.14,-0.1,0.13,0
"793",2013-01-15,0.14,0.12,-0.16,-0.06,0.03,0
"794",2013-01-16,-0.17,-0.06,-0.19,0.19,-0.08,0
"795",2013-01-17,0.53,-0.33,0.05,0.11,0.14,0
"796",2013-01-18,0.2,0.18,0.21,-0.08,0.16,0
"797",2013-01-21,0.13,0.26,0.11,0.02,0.11,0
"798",2013-01-22,0.32,0.15,0.15,-0.05,0.01,0
"799",2013-01-23,-0.05,-0.22,-0.43,0.25,-0.16,0
"800",2013-01-24,0.17,-0.21,0.24,-0.16,0.42,0
"801",2013-01-25,0.67,-0.2,0.08,0.01,-0.06,0
"802",2013-01-28,-0.11,0.32,0.11,-0.1,0.11,0
"803",2013-01-29,0.49,-0.39,0.2,0.15,0.11,0
"804",2013-01-30,-0.09,-0.05,0.01,0,-0.08,0
"805",2013-01-31,-0.21,0.37,0.03,-0.1,-0.03,0
"806",2013-02-01,0.7,-0.19,-0.1,0.04,-0.21,0
"807",2013-02-04,-1.07,0.58,-0.26,0.17,0.02,0
"808",2013-02-05,0.34,-0.54,-0.02,0.08,-0.19,0
"809",2013-02-06,0.19,0.37,0.23,-0.21,0.28,0
"810",2013-02-07,-0.43,0.2,-0.03,0.14,0,0
"811",2013-02-08,0.57,-0.12,-0.05,0.01,-0.32,0
