"","Date","amazon","apple","caterpillar","delta","google","jpmorgan","tesla","mobil","Mkt.RF","SMB","HML","RMW","CMA","RF"
"18",2011-01-27,-0.0207163070097173,-0.0721604674246756,-0.00983134765973056,-0.0382114235596262,-0.0256165455907727,-0.0124168380388831,-0.0365168539325843,-0.0111415920175616,0.13,-0.25,0.33,-0.22,0.23,0
"19",2011-01-28,0.00958067927816738,-0.00876475405378494,0.0139007095230462,-0.0135249801997449,-0.00104823127857034,0.00898054053953516,0.00374843815077051,0.0213950492363877,-1.37,0.29,0.09,0.07,-0.24,0
"20",2011-01-31,0.0168274776260766,0.0145602571006854,0.010308040085315,0.0102823758632675,0.0177893561971165,0.0220298357152211,-0.00788381742738594,0.0400345754227655,0.35,-0.2,-0.14,0.07,-0.05,0
"21",2011-02-01,-0.00205785910666276,0.00825052577856874,0.0110192750871369,-0.0373192786211926,0.00157109988359251,-0.0104509409781155,0.00125474696779584,-0.00595850045399933,1.88,0.09,0.19,-0.18,-0.01,0
"22",2011-02-02,-0.0025555252052214,0.00103733072689055,-0.0016145273245781,0.0158588578119213,-0.00302295503276885,0.000220208398256093,-0.0129491222661184,0.000359775060753422,0.13,0.06,-0.07,-0.16,-0.14,0
"23",2011-02-03,0.00890962142280152,0.0127798394481672,0.0066710248683323,-0.0112748138609552,0.0013603302224128,-0.0191379389580718,-0.00719424490877049,-0.00191805027304182,-0.22,0.04,-0.23,-0.06,-0.03,0
"24",2011-02-04,0.0155266194057748,0.00284203956058817,0.0088365110009015,0.0131578505598549,0.00541757274069233,0.02040812297957,-0.0166239990035805,0.00780548982114039,0.14,0.01,-0.15,-0.1,0.12,0
"25",2011-02-07,0.00943525774007673,0.0375786729187254,0.00139333479398545,0.0268398288650967,0.00665805883395065,0.0052746709905869,0.0615517988729952,-0.00610871684023894,0.56,0.2,0.26,-0.08,0.28,0
"26",2011-02-08,0.008333168546751,0.0122364526629133,-0.00815004139358145,-0.0101180292789457,-0.00304021226131797,-0.0137734569115147,-0.0522662719477337,-0.00518148835393196,0.36,-0.12,0.11,-0.12,0.07,0
"27",2011-02-09,-0.0101070562988574,0.00491097671487888,0.00811708698183639,-0.00425908941191936,-9.72846184698455e-05,0.00931085861285044,0.000430848790644134,0.00787298630461711,-0.09,-0.04,-0.06,0.23,0,0
"28",2011-02-10,0.006515656182811,0.0163256156260174,0.0292244951064541,0.0179641687317959,0.0130750827816303,0.0228421819705258,0.00129203278604786,-0.00456734447485892,-0.48,-0.14,-0.14,-0.01,0.08,0
"29",2011-02-11,0.00652924936671047,0.0061822879788639,-0.00270414503384409,-0.00672252197640224,0.00584464997722284,-0.000644653714388612,-0.00731182795698932,0.0252359741350774,0.24,0.01,0.13,-0.24,0.12,0
"30",2011-02-14,0.00200462873978029,-0.007299648222872,-0.00251813040944918,0.00676802014053371,-0.00636788187602195,0.00601631038901597,-0.0103986135181975,-0.0228471631368767,0.39,0.23,-0.02,0.02,-0.06,0
"31",2011-02-15,0.00897438172567769,-0.0127493202811688,0.00533992451090161,-0.00672252197640224,0.000112096879132765,0.0239215722703212,0.0827495621716288,0.00867740107872879,-0.21,-0.13,0.11,-0.06,-0.02,0
"32",2011-02-16,-0.013300976401896,0.00610867018831511,-0.00183484793619243,-0.0143826261419124,0.00166610446020811,-0.00250308950810378,-0.0456934896886372,0.00227004867983728,0.83,-0.17,0.34,-0.32,0.19,0
"33",2011-02-17,-0.0216017399632989,-0.00671066805258492,0.0241870729578376,-0.012875591638301,0.00770879504279417,0.00376375827633657,-0.0177966101694916,0.00739180432118095,0.47,0.06,0.12,-0.12,0.07,0
"34",2011-02-18,-0.034088112325759,-0.0326005469168901,-0.0363686100620844,-0.0660871323830639,-0.0315356396459104,-0.0414581163153011,-0.0565141932700605,0.011124048261262,0.3,0.11,0.02,0.09,0.01,0
"35",2011-02-22,0.0118421863608793,-0.0207294370993175,-0.0195079168758844,0.0260710143198815,0.00181901134966328,-0.00108674078061745,-0.00182903512441541,0.0190773196249714,-1.58,-0.18,-0.07,0.54,-0.19,0
"36",2011-02-23,0.000758775468481704,0.00605618656550436,0.0054987075153092,0.00998194842035152,-0.00408950737768588,-0.00108747244529525,0.0320660100778745,-0.0126330175832432,-0.56,-0.15,0.07,0.09,-0.25,0
"37",2011-02-24,0.0153991681153288,-0.00286917018284109,0.0142192620040258,-0.000898968593346851,0.00200389250283182,0.0167714031759996,0.0479360830920514,-0.0073281040250455,-0.15,-0.14,-0.19,0.1,-0.18,0
"38",2011-02-25,0.0145049758564635,-0.0222862327271994,0.0091172351266458,0.0107916604154,0.00550787020132714,0.000214211937436489,0.01185929640579,0.00222617450738317,1.18,0.26,0.04,-0.44,0.23,0
"39",2011-02-28,-0.0110415247815586,-0.0222170416961123,-0.0298259299033537,-0.0560498279450009,-0.0206065121206866,-0.0233454036123674,0.00209300971506944,-0.00853471020096089,0.75,-0.02,0.13,-0.02,-0.01,0
"40",2011-03-01,0.00804418825255683,0.0152266405190435,0.0111157042435136,-0.0433551834633197,4.99668679198688e-05,-0.00855261183915578,0.0033416456415353,0.00330157238625427,-0.74,0.49,-0.08,0.23,-0.39,0
"41",2011-03-02,0.0211289900894394,0.00447615964478183,0.0324850450659878,0.0108375436512946,0.0145974354260204,0.019243974329495,0.014154912572856,0.00869749758625307,-0.15,0.02,-0.29,0.07,0.03,0
"42",2011-03-03,0.00122395202317988,-0.00648182791465254,-0.0116069548998407,-0.0341134579254881,-0.0146663169740133,-0.0121530697557651,0.0242200318464683,-0.00862250338388428,1.1,-0.14,-0.02,-0.1,0.22,0
"43",2011-03-04,-0.0128891099557246,-0.0150870625629062,-0.0088315571856868,0.0181637358012392,-0.0149178727978671,-0.00724956023912814,-0.000400801587142284,-0.00423088733460853,-0.2,0.52,-0.32,0.17,-0.25,0
"44",2011-03-07,0.00112588396664435,-0.0129524661349366,0.0195832228436685,0.0971257194682652,0.00109851779917215,0.0267758338975963,-0.0112269843132724,-0.00141678995432027,-0.82,0.04,-0.01,0.32,-0.11,0
"45",2011-03-08,-0.00924805109546526,0.0129426808852699,-0.016998353620053,-0.0171634251394583,-0.000911651740426592,0.00344840755528546,0.00243304947283055,-0.00260026709600127,0.3,-0.22,0.21,-0.19,0.39,0
"46",2011-03-09,-0.0164551463551617,-0.01721386541472,-0.0387845327911722,0.0275734424908847,-0.0193825573497856,-0.0221219106969494,-0.0287216435567008,-0.0355535302266795,-0.08,-0.11,0.29,0.22,0.03,0
"47",2011-03-10,0.0153458882198176,0.0116167570218898,0.0165667322763485,0.00447232532219602,-0.00618646578684483,0.00461201403172651,0.00249895876718029,0.00909343422141263,-1.92,-0.27,-0.12,0.52,-0.17,0
"48",2011-03-11,0.00446039641263078,-0.00797293356452353,0.0207956492161802,-0.0231522251788468,-0.0116522660727634,-0.00961947635213013,-0.0340673036975488,0.00316551304204268,0.21,-0.2,0,-0.06,-0.04,0
"49",2011-03-14,-0.0229948556572876,-0.0098962036801104,-0.0132220686033346,-0.0255243974835693,-0.000754419855804553,-0.0152317197089716,-0.0129031827956989,-0.0120173222806009,-1.29,-1.09,-0.29,-0.03,-0.22,0
"50",2011-03-15,-0.04463976661133,-0.00230194448386311,-0.00347405288490592,-0.045836753184964,-0.0218765029194472,-0.0179331570431663,-0.00566453134359341,-0.0255561876695434,-2.46,-1.14,-0.63,0.26,0.04,0
"51",2011-03-16,0.0140294856937762,-0.0226472135272716,0.02709173920689,-0.0333333002235242,0.00764671659717488,0.0171193145076727,-0.000438255915863236,0.023326335628325,-0.6,1.59,0.06,0.12,-0.14,0
"52",2011-03-17,-0.0118632781376928,0.00528052428849775,0.0188127684186146,0.0385391313402141,-0.000534431222513162,0.0264809825546703,0.00657606341850338,-0.00381976687798335,1.43,-0.31,0.37,-0.03,0.01,0
"53",2011-03-18,0.0260984482260155,0.0166851865233203,0.0240816960028337,-0.00683575542023292,0.027519415872244,-0.00240435969578755,-0.0100173784850774,0.0246133280544602,0.89,1.01,0,-0.04,0.17,0
"54",2011-03-21,0.00560004840859585,-0.0116703011993605,-0.00743583089010639,-0.0167159834706426,0.00142229988642941,-0.00350679603960884,-0.0237571051473824,-0.0033795097584821,1.54,0,-0.07,-0.24,0.12,0
"55",2011-03-22,-0.00589107342464247,0.0167281728144585,-0.000280795745162951,-0.00900012990969128,0.00838362442786851,0.00285877388827082,0.000901216723694653,0.000484619169746257,0.22,0.69,0.27,0.1,-0.16,0
"56",2011-03-23,0.0170407934906993,0.0349624894463016,0.0150806078090781,0.0100911662820502,0.00812492252831369,0.00285096523456906,0.00540301690243203,0.00157334556531635,0.05,0.01,-0.25,-0.02,-0.21,0
"57",2011-03-24,0.0190450060183549,-0.000701402663890074,0.0066437703290766,-0.0209791318670456,-0.0121828479148326,0.00284283203282071,0.0188087774294672,0.0107583099001965,0.87,-0.24,-0.02,-0.04,0.22,0
"58",2011-03-25,-0.00312926286766946,-0.00953322048270484,0.00284180698704297,0.0112242550140816,-0.00755511749576119,0.00218044933666641,0.021978021978022,-0.00179391137920005,0.09,0.12,-0.15,0.1,0.02,0
"59",2011-03-28,0.00148387126466406,0.0311189182951666,0.0104203938830948,-0.0121086270872513,0.0110712924548758,0.00130560344314078,0.0288172043010753,-0.00263558267036131,-0.18,0.06,0,0.09,0.06,0
"60",2011-03-29,-0.00663857545460041,0.0274882781894479,0.00895604589076037,0.015321591283717,0.00018903726783168,0.00934377579280981,-0.00877930602006697,0.0148948452986981,0.39,-0.03,-0.26,0.16,0.13,0
"61",2011-03-30,-0.000344650786176137,0.00395723446613804,-0.0016141591622153,-0.0140844703546946,0.00845601009610963,-0.00753495796639363,0.170392288924179,-0.00426128269231103,0.96,0.12,-0.02,-0.01,0.16,0
"62",2011-03-31,-0.0113336877904309,0,0.0158963553683487,0.00204067965372896,0.00858954339049465,0.00542273003502055,-0.0392792792792793,0.00653776087401622,-0.19,0.46,-0.2,0.02,-0.14,0
"63",2011-04-01,-0.00978050295764161,0.0155998274690548,0.00229794442212783,0.00101854847270455,-0.00696180971074955,0.00520628708932166,-0.031132783195799,0.00224370222777524,0.72,-0.56,0.06,-0.01,0.14,0
"64",2011-04-04,-0.00674147891732932,0.0128456924363651,-0.00943709839059309,-0.0132249086500895,-0.0316328428670801,0.00517943318173375,0.0336818041037554,0.00648064334012938,0.15,0.11,-0.14,0.12,-0.11,0
"65",2011-04-05,-0.00250826128578367,-0.0136542614041763,-0.0116639205148832,-0.0113403172155336,0.00894408801007541,0.0227558744077719,-0.00786520569793244,-0.00280959743023728,-0.11,-0.12,-0.38,-0.07,-0.08,0
"66",2011-04-06,0.000118490642483617,0.0117641117247786,-0.0103604694867797,-0.0187694707066779,0.0101361088030198,-0.00503736888824694,0.028312570781427,0.00680915033437983,0.36,-0.28,0.24,-0.25,0.16,0
"67",2011-04-07,-0.00893275907681181,-0.00108159102089466,-0.000272973801150454,-0.0393200519871297,-0.00317241571753119,-0.011814546021671,-0.0275330396475771,0.0022153829108665,-0.19,-0.04,-0.02,0.03,-0.13,0
"68",2011-04-08,-0.0127142892316141,-0.00362738332850575,-0.00682946736498198,0.0431420133404466,-0.00136640046248815,0.000426856350304495,-0.0460551151377878,-0.0091914196024038,0.58,0,-0.04,-0.03,-0.2,0
"69",2011-04-11,0.00483697154846237,-0.0193436053869009,-0.0229209355780132,0.0498408692621011,-0.011708235270687,-0.00469457035485648,-0.0245350217649387,-0.0232501548013672,-0.42,-0.08,-0.05,0.37,-0.11,0
"70",2011-04-12,0.0112214498269509,0.0100287956566666,0.00994618021963123,-0.032323224283098,0.00993680000823531,-0.00836165458278943,0.0113590263691684,-0.000240470817578737,-1.04,-0.12,0.05,0.32,-0.08,0
"71",2011-04-13,-0.0110377161333323,-0.00257823258570209,-0.000464466316971446,-0.024008326198595,0.00386955138711794,-0.0276756733464342,0.00842354592860007,0.00336712372498067,0.35,0.07,-0.42,-0.02,0.02,0
"72",2011-04-14,-0.0149204764600503,-0.00995496606707314,-0.00343924744012329,-0.0106955528706508,-0.0826432467637224,-0.0017788258232237,0.0175020293358006,0.0101867153172008,0.02,0.67,-0.15,0.11,-0.09,0
"73",2011-04-15,0.0134062745308958,-0.00927725707675282,-0.03087390023215,-0.0118915240260241,-0.00727351838662232,-0.0207179153375096,-0.0215011336982017,-0.0141183239068442,0.17,0.11,-0.12,0.16,0.1,0
"74",2011-04-18,0.0181100038919749,0.00269154990897269,0.0211742576405944,-0.00109408004532483,-0.0100789444875216,0.0156963788594519,0.00519372731946761,0.00842380174820937,-1.55,0.3,-0.32,0.42,-0.22,0
"75",2011-04-19,0.0134674428793081,0.0282406207488851,0.0247965414895127,-0.00657204010669453,0.00805324724800477,-0.00201552880736239,0.023449920508744,0.0220766876322131,0.5,-0.37,-0.08,0.06,0.11,0
"76",2011-04-20,0.0242106166776984,0.0109860447866983,0.0105281143361627,-0.00220480016919516,-0.00119828904614173,0.00269302066491546,0.0384466019417475,0.00828951573978513,1.97,-0.19,-0.48,-0.08,0.08,0
"77",2011-04-21,0.00658700055402712,-0.00252838239027586,-0.00520921396782664,-0.0055246776981098,-9.52022020297518e-05,-0.00156702890276947,-0.0130890426327599,-0.00162126534802267,0.72,0.03,-0.17,-0.08,0,0
"78",2011-04-25,-0.00733680882453823,-0.016826637006004,0.0283877878307767,0.109999789863096,0.0147985538440206,0.0114326213805852,0.0204623349928888,0.0139176423623411,-0.09,0.02,0.04,0.06,-0.08,0
"79",2011-04-26,-0.00077067476765374,0.0786067019428409,0.00598531193620646,0.00600560297572307,0.00927145604918924,0.00842171929877423,0.00556999628666909,0.0041187099088637,0.67,-0.22,0.12,0.03,0.36,0
"80",2011-04-27,-0.00971019795447975,-0.00793367217785509,0.000266326833688828,0.00199047707378145,0.000390419526507201,0.00769224500712173,0.0214180206794683,-0.00501318428064975,0.69,-0.24,-0.07,0.02,-0.09,0
"81",2011-04-28,0.00974782771773202,0.00379346374863258,0.0245916065660063,0.0307841746226333,0.011394700950849,-0.00479767484573814,-0.00216919739696308,0.00732818083763587,0.6,0.03,0.17,0.13,-0.05,0
"82",2011-04-29,-0.0109958820689857,0.0274756348243259,-0.00901136379512098,0.00770726492088249,-0.0101819037611239,-0.00986230290291576,-0.00543474637681163,-0.0114803580164839,0.34,0.06,0,0.03,0.01,0
"83",2011-05-02,0.00554482733437625,-0.0136189918622298,-0.00961792360453751,0.00573639941896631,-0.00867132163855569,0.0163791307230114,-0.0211293252776203,-0.0155219685310093,0.01,-0.37,0.11,0.34,0.05,0
"84",2011-05-03,0.00393414913568426,0.00765938031231112,-0.0220712330371289,-0.004753227869652,0.00355885911009785,-0.00914668431326869,-0.00669892048012948,-0.00946069777124688,-0.55,-0.34,0.25,0.34,0.16,0
"85",2011-05-04,-0.00806706764281558,-0.0143021452502767,-0.0124581924081215,0.0716336657456148,-0.0028369698553276,-0.00725290238614502,-0.00936680369551129,-0.0258225826532678,-0.86,0.03,-0.08,0.28,-0.13,0
"86",2011-05-05,-0.000259331515865343,0.00248594692057252,0.00868459140693911,-0.000891556848287385,0.00192792107263411,-0.00287791601622451,0.0257186071967244,0.000847155636014844,-1.14,0.31,-0.11,0.2,0.17,0
"87",2011-05-06,0.00271134656257058,0.0161943163098892,0.0119631291437183,-0.0356820465740484,0.00444607007606951,-0.00177626214486131,0.0291297555630622,0.00592610415961421,0.08,-0.15,-0.13,0,-0.14,0
"88",2011-05-09,0.00532258640761205,0.0156374449854963,0.0108363462128917,-0.000925579859432315,0.00926194076384554,0.00444848557772929,0.0150483697599426,0.00192322802699138,0.31,0.47,-0.3,0,-0.15,0
"89",2011-05-10,-0.00635297853892355,0.00215751199217905,-0.025604615019655,0.02407434180264,-0.0132863453992414,-0.0205934331350658,-0.0444758206847864,-0.0211170168755673,0.71,0.02,0.15,-0.04,0.22,0
"90",2011-05-11,-0.00190069112409467,0.00826892043573437,-0.0122750664645152,-0.0171789399456718,-0.000747019639123063,-0.00316521759986854,0.0221647580347248,-0.000863095611969088,-0.94,-0.11,-0.2,0.37,-0.18,0
"91",2011-05-12,-0.0175148598518727,-0.0170330901187381,-0.021172702579801,-0.0202391774750552,-0.0102794698818147,-0.0213200028978362,-0.00433686302855085,-0.00222092765482837,-0.06,-0.05,-0.06,-0.02,0.15,0
"92",2011-05-13,-0.0211450953837224,-0.0496149442102582,-0.00225721314464257,0.0328638090722075,-0.0210178502287771,-0.00625728884492057,-0.0344827235746904,-0.00779024027141252,-0.89,-0.27,-0.2,0.18,-0.16,0
"93",2011-05-16,0.00852057187090836,0.0119474471961833,-0.037798058230778,0.000908876368456986,0.0232244452379722,0.021688749063881,-0.0240601879699249,0.00211848426724914,-0.5,-0.5,0.01,0.24,-0.09,0
"94",2011-05-17,0.0110968152218041,0.011703701162196,0.0310543998843627,-0.00726614668874227,-0.00122537290148322,0.0061625800311836,0.0150231515802447,0.0165404477209839,-0.24,-0.09,0.02,0.03,-0.11,0
"95",2011-05-18,0.0019416377830488,0.00867627497440301,0.000474797879397316,0.0411712699534524,0.00271797322790529,-0.00181462537230059,0.0702087666034155,0.00721812692006499,0.78,0.08,-0.09,-0.14,-0.03,0
"96",2011-05-19,-0.0155932261990619,-0.000754572423220795,-0.00921175615290067,0.0114237236796692,-0.0135906172609473,-0.0197729177686716,-0.00815609900155674,-0.00923136607663179,0.51,-0.13,-0.19,0.21,-0.01,0
"97",2011-05-20,-0.00244596790573148,-0.0122325349780781,-0.02338756722675,-0.0243269928098787,-0.0107626609851127,-0.0134477687786622,-0.041115446589755,-0.0110335174500521,-0.77,0.33,-0.35,0.07,-0.2,0
"98",2011-05-23,-0.00660863703745995,-0.0150341299814793,-0.0033367676017489,-0.0124664748341347,-0.000250779244280064,-0.00493520921046231,-0.00372859806114836,0.00768579207978356,-1.74,0.01,-0.02,0.29,-0.23,0
"99",2011-05-24,0.0138169344548174,-0.00522589630618519,0.0167406844076548,-0.0541029237303749,0.00272062130329038,-0.00165326930957636,0.084580878913955,0.00824206107930212,0.17,-0.03,-0.07,0.13,-0.15,0
"100",2011-05-25,-0.00528541322399924,0.0142515607576084,0.00910378973770747,-0.0295517475917988,-0.00296340502426748,0.00425845199897115,0.0172532781228433,0.00524642526028089,0.37,-0.1,0.04,-0.32,0.1,0
"101",2011-05-26,0.00719441553323574,-0.00446151282051276,0.00393546790958172,-0.017681979592595,0.00534612498035865,0.00800936443700014,0.00237445725915873,0.00291310790928405,0.68,0.41,-0.28,0.04,0.02,0
"102",2011-05-27,0.0308820242092333,0.0131870238194244,0.0114720527227953,0.00800014049158999,0.0155883700661318,0.0105163324697445,0.0199661597281272,0.0101658048954551,0.9,0.05,0.1,-0.14,0.05,0
"103",2011-05-31,-0.00666982094567072,-0.021811012031003,-0.0431000803665291,-0.0396823375950395,-0.00646477866439875,-0.0342275467130401,-0.0537491391423072,-0.0172517650327865,1.2,-0.17,-0.01,-0.12,0.1,0
"104",2011-06-01,0.00170723697208647,0.00649688169948696,0.00938390879202363,-0.00619862823325677,0.00468035059720015,-0.00359191577401611,0.00841514726507721,-0.00853320247316892,-1.44,0.42,-0.12,0.46,-0.38,0
"105",2011-06-02,-0.00768514203698177,-0.0275238170159715,-0.0106667225731131,0,-0.00943067567047718,-0.000961449745175803,0.0476355702364395,-0.00184497328670454,-0.32,0.17,0.09,-0.1,0.02,0
"106",2011-06-03,-0.0157235629863658,-0.0139656165157216,-0.0122650693326482,-0.0301454431710961,-0.00386172876789124,-0.0250176934044266,-0.047460937519447,-0.0109628601308956,-0.34,-0.09,0.17,0.06,-0.05,0
"107",2011-06-06,-0.0177492636857408,0.0100166997682514,0.000199989784139599,-0.00750247830338312,-0.00389598622814152,0.00468783229289341,-0.0114982574390852,-0.00361203345450439,-0.97,0.03,-0.38,0.51,-0.21,0
"108",2011-06-07,0.000602478811602048,0.00266595570249071,-0.0184219288132193,-0.0129590646346083,0.000269712265943531,-0.00810426545828553,-0.0440606258702635,0.00949997818505536,0.26,0.12,0.05,0.04,0.12,0
"109",2011-06-08,-0.00225754076504296,0.00866785415579064,0.0124439693593365,0.00437619701569754,-0.00469972752729701,0.0146075557164616,0.0184365774912766,0.00520030544317591,-0.93,-0.23,0.14,0.36,-0.17,0
"110",2011-06-09,-0.0168633139000809,-0.0166068858933372,-0.0248840029847956,0.00435725198815256,-0.0139725139616049,0.00170813624965084,0.00868935522486049,-0.0172453722119685,0.44,-0.3,-0.02,0.01,0.16,0
"111",2011-06-10,0.00214797067533929,-0.00128668847524089,-0.013947856529604,0.0043387150004523,-0.00938155427848806,0.0151039188683571,0.0204594034293107,-0.00689355021998181,-1.5,0.36,0.29,0.05,0,0
"112",2011-06-13,0.0178813979678817,0.019700542905705,0.0253562917871555,0.0259173998522689,0.00721176994239022,-0.00144025200331775,0.00597959901512493,0.0145141561799749,0.12,-0.17,0.07,0.23,-0.22,0
"113",2011-06-14,-0.0171161554088353,-0.0209518364568179,-0.0225832322364621,-0.0178944317401075,-0.0106615056166879,-0.0223506898620052,-0.0447552447552448,-0.021397995211713,1.16,-0.09,0.08,-0.07,0.18,0
"114",2011-06-15,-0.00486602572458913,-0.012528239865109,-0.00198680900336961,0.0075024783033829,-0.00512974717630729,-0.00786595323203503,-0.0300146412884334,0.00711897048982593,-1.87,0.32,-0.07,0.22,-0.08,0
"115",2011-06-16,-0.0150695907606349,0.0148107873066415,0.00513356017558971,0.0191492133993956,-0.0306773281980281,0.0109020937940524,0,-0.00252449193856463,-0.45,-0.23,0.32,0.17,0.13,0
"116",2011-06-17,-0.0154247232091374,0.00724368748306297,0.0232409277539634,0.0114823655823508,-0.000907177183415626,-0.0078436974472776,-0.0184905660377358,0.00873191652203631,0.42,-0.36,0.27,0.02,0.17,0
"117",2011-06-20,0.0316503033219603,0.0346792827899037,0.0326953057681385,0.0123835333417521,0.0173759228003779,0.0106230727148696,0.0584391003460206,0.0107890190120687,-0.02,-0.17,0.02,0.15,-0.02,0
"118",2011-06-21,-0.00826929785436939,-0.0133861455673406,-0.0122300771038581,-0.022426088568063,-0.0121501421327839,-0.00537795007425982,-0.0116237554804302,-0.00930848595551182,1.72,-0.06,-0.02,-0.33,-0.02,0
"119",2011-06-22,0.026719587696898,0.0132025201376996,0.00399385814586229,0.0364964343346731,-0.0139422263762577,-0.0152371388597176,0.0183755978822344,-0.0172891551056591,-0.36,0.33,0.12,-0.12,-0.02,0
"120",2011-06-23,-0.0147329540691854,-0.00829213518145572,-0.00537017539281048,-0.0513076406295229,-0.0111198595075148,-0.0144741150878646,-0.00505229177381059,-0.021162652424498,-1,0.4,-0.34,0.21,-0.11,0
"121",2011-06-24,0.017435165611822,0.0451830530483035,0.00789891490127257,0.0243903370754325,0.0166778660432808,0.00987543588020046,-0.00398988030467902,0.014847760460219,-0.56,0.43,-0.11,0.14,-0.13,0
"122",2011-06-27,0.00969765749476639,0.0054658683229814,0.0301588288396804,-0.0279504705239626,0.0224730668854345,-0.00852570931009562,0.0236708675772348,0.0219454137034594,0.37,-0.45,-0.02,0.22,0.03,0
"123",2011-06-28,-0.0036389642882295,0.00904367158753624,-0.00462249031682314,-0.0202341933626791,0.00794085349569748,0.0230148726086663,0.00640341492695072,0.00778617219400107,1.13,-0.19,-0.21,-0.05,-0.02,0
"124",2011-06-29,0.00487947429085437,0.00151832701845572,0.0299923699411072,-0.0032612011405639,0.0177060490598144,0.0121139700101836,0.0296923990918205,0.0140810134250045,1.49,-0.38,0.19,-0.26,0.14,0
"125",2011-06-30,0.0226117571046861,0.0244510728042674,0.0202893501097282,0.0130865033832785,0.0289308681201013,0.021872266076805,-0.00377614156457753,0.00774128663872217,1.25,-0.02,0.09,-0.06,0.12,0
"126",2011-07-01,0.0179746664034846,0.017661926162062,-0.00174919720537114,-0.0182992892852829,0.0218988917697096,-0.0132276381141902,0.00413504479669194,-0.00499925321518631,1.01,-0.27,0.18,-0.19,0.1,0
